image_name,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,score
27448,Women,Apparel,Topwear,Tshirts,White,Fall,2015,Casual,Jockey Women White Round Neck T-Shirt,97.0
19001,Women,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,ADIDAS Originals Women Trefoil Red Tshirt,97.7
11445,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,United Colors of Benetton Women  Winter White Printed Top,95.7
54702,Women,Apparel,Topwear,Kurtas,Brown,Fall,2012,Ethnic,Shree Women Brown and White Printed Kurta,68.5
6887,Women,Apparel,Topwear,Jackets,Blue,Summer,2011,Casual,Forever New Women Indigo Wash Blue Jacket,50.8
2265,Women,Apparel,Topwear,Tshirts,Orange,Fall,2010,Sports,Nike Womens NIKE MILER SS TOP T-shirt,96.4
21419,Women,Apparel,Topwear,Tops,Yellow,Winter,2012,Casual,Roxy Women Yellow Top,71.4
59794,Women,Apparel,Topwear,Tunics,Blue,Fall,2012,Casual,United Colors of Benetton Women Blue Tunic,98.3
24816,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,Arrow Women Blue Tops,98.2
36734,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Spykar Women Cult White T-shirt,92.7
32450,Women,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,ADIDAS Women Printed Black T-shirt,64.7
32643,Women,Apparel,Topwear,Tshirts,Orange,Summer,2012,Sports,Nike Women Tennis Blockbuster Orange T-shirt,69.3
48514,Women,Apparel,Topwear,Tops,Grey,Summer,2012,Casual,French Connection Women Grey Top,92.6
3939,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Jealous 21 Women's Lavender Trendy T-shirt,65.8
3074,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Tantra Women's Red Flower Heart Yellow T-shirt,58.5
53406,Women,Apparel,Topwear,Kurtas,Red,Fall,2012,Ethnic,Alma Women Red Printed Kurta,77.8
25818,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Diva Women Printed Pink Kurta,96.8
13308,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,Gini and Jony Kids Girls Printed White Tops,84.8
14539,Women,Apparel,Topwear,Kurtis,Maroon,Fall,2011,Ethnic,Vishudh Women Flower Print Maroon Kurtis,78.5
23227,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011,Ethnic,Aneri Women Samira Maroon Kurta,54.9
27263,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Arrow Woman Blue Top,80.8
4783,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,ADIDAS Women's V Neck With Crystal White T-shirt,99.5
34292,Women,Apparel,Topwear,Dupatta,Multi,Summer,2012,Ethnic,Fabindia Women Multi Coloured Chanderi Dupatta,57.0
10492,Women,Apparel,Topwear,Shirts,Orange,Fall,2011,Casual,Flying Machine Women HS Orange Shirt,75.9
43311,Women,Apparel,Topwear,Sweaters,White,Summer,2012,Casual,United Colors of Benetton Women Pink Sweater,93.9
22748,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,BIBA Women Printed Blue Kurta,87.0
57040,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Elle Women Black Dress,84.9
6879,Women,Apparel,Topwear,Tops,Peach,Summer,2011,Casual,Forever New Women Peach Floral Lace Neckline Peach Top,85.1
3968,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,Jealous 21 Women Pink Flowery Halter Neck Top,68.0
16130,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Tokyo Talkies Women Printed Pink Top,64.7
8457,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Jealous 21 Women jealous Surf Island Forever Pink top Pink Tops,90.5
2289,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010,Sports,Nike Women Blue T-shirt,90.5
28549,Women,Apparel,Topwear,Tshirts,Blue,Spring,2012,Casual,Nike Women Blue Printed T-shirt,93.4
12772,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Mother Earth Women Classic Blue Kurtas,95.7
58738,Women,Apparel,Topwear,Tops,Pink,Winter,2013,Casual,PUMA Women Pink Top,75.6
47022,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic,Shree Women Maroon Kurta,75.1
11380,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Black Tops,89.9
33219,Women,Apparel,Topwear,Tops,Grey,Summer,2012,Casual,Sepia Women Grey Top,82.5
33999,Women,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Femella Women Check Grey Shirt,85.1
42208,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Sepia Women Blue Top,89.8
46270,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Casual,109F Women Purple Layered Top,94.5
18721,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Arrow Women Deerie Pink Top,66.9
33759,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Vero Moda Women Viva Yellow Top,68.8
52148,Women,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Femella Women Red Polo T-Shirt,54.7
25925,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Femella Women Purple T-Shirt,78.9
21905,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic,BIBA Women Printed Black Kurta,51.8
12109,Women,Apparel,Topwear,Kurtis,White,Fall,2011,Ethnic,W Women Printed White Kurtis,73.3
32566,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual,ONLY Women Smock Peach Top,77.1
11656,Women,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Lee Women Printed Red Tshirts,64.3
25703,Women,Apparel,Topwear,Tops,Green,Summer,2012,Casual,Mumbai Slang Women Printed Green Top,79.5
39226,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Femella Women Black Tiered Dress,51.5
11020,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Wrangler Women Pink Freedom Spirit T-shirt,51.9
11606,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011,Ethnic,W Women Solid Grey Kurtas,91.1
54716,Women,Apparel,Topwear,Kurtas,Beige,Fall,2012,Ethnic,Shree Women Pink and Olive Printed Kurta,68.0
33161,Women,Apparel,Topwear,Tunics,White,Summer,2012,Casual,Sepia Women Printed White Tunic,56.4
27854,Women,Apparel,Topwear,Tops,Maroon,Summer,2012,Casual,Scullers For Her Women Maroon Top,76.1
27198,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,Doodle Kids Girl Printed Blue Dress,88.5
3700,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Tantra Women's Flower Heart Lavender Long T-shirt,60.8
12830,Women,Apparel,Dress,Dresses,Green,Fall,2011,Casual,Ant Kids Peaceful Day Green Dresses,81.1
26960,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Jealous 21 Women Purple Shirt,54.3
12539,Women,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Tantra Women Black Printed T-shirt,52.6
49629,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Mineral Women White Top,76.6
19599,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,United Colors of Benetton Women Solid Blue Top,77.0
30142,Women,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Flying Machine Women Printed Green T-shirt,81.9
24495,Women,Apparel,Topwear,Kurtas,Magenta,Fall,2011,Ethnic,Mother Earth Women Magenta Printed Kurta,86.3
12803,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Nike Women Polka Dot Grafitti Pink T-shirt,98.8
28726,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,W Women Printed Beige Kurta,75.8
42541,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Mother Earth Women Blue Kurta,66.1
24165,Women,Apparel,Topwear,Kurtis,Pink,Summer,2011,Ethnic,Aurelia Women Pink Printed Kurti,89.8
7143,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers For Her Women Light Work Blue Shirts,63.5
32254,Women,Apparel,Topwear,Kurtis,White,Summer,2012,Ethnic,Fabindia Women Printed White Kurti,71.9
27883,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Scullers For Her Women Pink Shirt,53.9
32583,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,ONLY Women Crepe Printed Pink Top,51.3
22080,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic,Vishudh Women Printed Black Kurta,98.1
59916,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,Diva Women Brown Kurta,91.8
33213,Women,Apparel,Topwear,Tops,Magenta,Summer,2012,Casual,Sepia Women Printed Magenta Top,84.8
24888,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,United Colors of Benetton Women Yellow Polo T-shirt,70.4
53425,Women,Apparel,Topwear,Kurtas,Teal,Fall,2012,Ethnic,Alma Women Teal Printed Kurta,58.7
43537,Women,Apparel,Topwear,Tops,Green,Summer,2012,Casual,French Connection Women Green Top,57.8
43511,Women,Apparel,Dress,Dresses,Navy Blue,Summer,2012,Formal,French Connection Women Navy Blue Dress,62.5
57108,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Elle Women White Top,77.5
4915,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,Gini and Jony Girl's Vollie White Kidswear,85.7
42554,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Mother Earth Women White & Black Kurta,83.0
53841,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Vishudh Women Red Kurta,64.0
12132,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic,Aurelia Women Solid Black Kurtas,97.7
32592,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,ONLY Women Pink Top,86.9
11016,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Wrangler Women Floral Print Pink Top,77.7
25026,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports,Nike Women Miler Blue Jersey,80.6
19332,Women,Apparel,Topwear,Jackets,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Jacket,71.0
10418,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Tops,62.4
52108,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Myntra Women White Floral Printed Kurta,67.8
40661,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Span Women Multi Coloured Kurta,87.9
36474,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Aurelia Women Dobby Red Kurta,50.7
1561,Women,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Quechua Women Sweat Proof White T-shirt,55.8
12544,Women,Apparel,Topwear,Tshirts,Peach,Fall,2011,Casual,Tantra Women Printed Peach T-shirt,52.3
25012,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual,United Colors of Benetton Women Peach Top,52.0
3937,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Jealous 21 Women's Pink Miss T-shirt,92.8
18254,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Aneri Women Protima Green Kurta,85.2
7215,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Jealous 21 Women Band With Pink Top,73.7
11592,Women,Apparel,Topwear,Kurtas,White,Summer,2011,Ethnic,W Women Printed White Kurtas,54.9
19014,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,ADIDAS Originals Women G Tee Birds White Tshirt,74.6
26898,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Jealous 21 Women Pink Top,73.7
24555,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,Jealous 21 Women Black Top,58.7
41771,Women,Apparel,Topwear,Tops,Green,Summer,2012,Casual,Remanika Women Striped Green Top,71.7
51447,Women,Apparel,Dress,Dresses,Grey,Summer,2012,Casual,Tonga Women Grey Printed Dress,69.9
19648,Women,Apparel,Topwear,Tops,Brown,Fall,2011,Casual,United Colors of Benetton Women Solid Light Brown Top,80.8
27105,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012,Ethnic,Aneri Women Shruti Lavender Kurta,81.8
40185,Women,Apparel,Topwear,Kurtis,White,Summer,2012,Ethnic,Mumbai Slang Women Floral White Kurti,52.3
6086,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,UCB Women's Rollup Armhole Pink T-shirt,68.7
30845,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Fabindia Women Rust Printed Kurta,81.3
57997,Women,Apparel,Dress,Dresses,Blue,Fall,2012,Casual,Latin Quarters Women Blue Dress,75.2
15029,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011,Casual,ADIDAS Women Stripes Purple Sweatshirts,92.8
40618,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Span Women Purple Kurta,82.9
25692,Women,Apparel,Topwear,Kurtis,Orange,Summer,2012,Ethnic,Mumbai Slang Women Printed Orange Kurti,58.1
43658,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,ONLY Women Black Dress,53.5
42537,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Mother Earth Women Black Kurta,82.1
26880,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Jealous 21 Women Printed White T-shirt,51.3
6237,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Lee Women's Iris White T-shirt,79.3
28713,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women Printed White Kurta,97.0
44802,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Spykar Women Yellow Printed T-shirt,78.8
46276,Women,Apparel,Topwear,Tops,Cream,Summer,2012,Casual,109F Women Cream Printed Top,69.4
10362,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,United Colors of Benetton Women Purple Polo T-shirt,82.2
24391,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011,Ethnic,Folklore Women Orange Printed Kurta,72.9
21897,Women,Apparel,Topwear,Kurtas,Teal,Fall,2011,Ethnic,BIBA Women Teal Printed Kurta,77.3
11649,Women,Apparel,Topwear,Kurtas,Green,Summer,2011,Ethnic,W Women Kurta Green Kurtas,97.1
48093,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,French Connection Women Blue Shirt,69.3
2290,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Women SS Pink T-shirt,98.1
30138,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Flying Machine Women Printed Pink T-shirt,95.3
11026,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011,Casual,Wrangler Women Navy Blue Top,59.8
57102,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Elle Women White EssentialsTop,53.5
25525,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Wrangler Women Poppins Blue Top,55.0
40402,Women,Apparel,Dress,Dresses,Grey,Summer,2012,Casual,Tonga Women Grey & Red Dress,50.9
24367,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Folklore Women Green  Kurta,54.7
24730,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,United Colors of Benetton Women White Printed T-shirt,84.2
12099,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,W Women Printed Red White Kurtas,53.6
57448,Women,Apparel,Topwear,Tshirts,Charcoal,Summer,2015,Casual,Angry Birds Women Charcoal T-shirt,65.9
30847,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic,Fabindia Women Printed Maroon Kurta,92.2
12545,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Tantra Women White Printed T-shirt,51.2
52104,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Myntra Women Green Printed Kurta,90.7
39176,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Aneri Women Purple Kurta,64.1
11430,Women,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,United Colors of Benetton Women Brown T-shirt,55.9
54890,Women,Apparel,Topwear,Tops,Green,Summer,2012,Casual,Do u speak green Women Green Top,84.8
53779,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Puma Women Black T-shirt,81.4
22054,Women,Apparel,Topwear,Kurtas,Grey,Fall,2011,Ethnic,Vishudh Women Printed Grey Kurta,93.9
54576,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012,Ethnic,Sushilas Women Mustard Kurta,86.8
57189,Women,Apparel,Topwear,Tunics,Pink,Summer,2012,Casual,Elle Women Pink Tunic,90.2
11810,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Vishudh Women Pigment Print Green Kurtas,64.1
32257,Women,Apparel,Topwear,Tops,Beige,Summer,2012,Ethnic,Fabindia Women Printed Beige Ghicha Silk Wrap Top,58.9
45781,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Remanika Women Black and White Top,87.5
44708,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Wills Lifestyle Women Blue Striped Shirt,90.3
21591,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,United Colors of Benetton Women Solid Black Tshirt,99.5
57991,Women,Apparel,Dress,Dresses,Blue,Fall,2012,Casual,Latin Quarters Women Blue Dress,70.6
31063,Women,Apparel,Topwear,Dupatta,Pink,Summer,2012,Ethnic,Fabindia Women Pink Silk Dupatta,68.6
44643,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Arrow Woman Black Dress,88.8
46261,Women,Apparel,Topwear,Tunics,Multi,Summer,2012,Casual,109F Women Multicoloured Printed Tunic,67.0
25856,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Diva Women Black Floral Print Kurti,96.5
3502,Women,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,ADIDAS Women's Black T-shirt,92.9
53822,Women,Apparel,Topwear,Tunics,Black,Fall,2012,Casual,Ayaanay_Women_New_2013_Tunics_Size_Chart.jpg,71.4
11796,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Vishudh Women Pigment Print Green Kurtas,87.5
2294,Women,Apparel,Topwear,Tops,White,Fall,2010,Sports,Nike Women's Miller Top,87.7
